,ads_formula,sub_formula,total_AtomicRadius_mean,total_AtomicVolume_mean,total_AtomicWeight_mean,total_CovalentRadius_mean,total_Density_mean,total_DipolePolarizability_mean,total_ElectronAffinity_mean,total_Electronegativity_mean,total_FirstIonizationEnergy_mean,total_FusionEnthalpy_mean,total_GSenergy_pa_mean,total_GSestBCClatcnt_mean,total_GSestFCClatcnt_mean,total_GSvolume_pa_mean,total_HeatCapacityMolar_mean,total_LogThermalConductivity_mean,total_MendeleevNumber_mean,total_NUnfilled_mean,total_NValence_mean,total_NdUnfilled_mean,total_NdValence_mean,total_NfUnfilled_mean,total_NfValence_mean,total_NpUnfilled_mean,total_NpValence_mean,total_NsUnfilled_mean,total_NsValence_mean,total_Number_mean,total_Polarizability_mean,total_Row_mean,total_SpaceGroupNumber_mean,total_ThermalConductivity_mean,total_ZungerPP-r_sigma_mean,sub_AtomicRadius_mean,sub_AtomicVolume_mean,sub_AtomicWeight_mean,sub_CovalentRadius_mean,sub_Density_mean,sub_DipolePolarizability_mean,sub_ElectronAffinity_mean,sub_Electronegativity_mean,sub_FirstIonizationEnergy_mean,sub_FusionEnthalpy_mean,sub_GSenergy_pa_mean,sub_GSestBCClatcnt_mean,sub_GSestFCClatcnt_mean,sub_GSvolume_pa_mean,sub_HeatCapacityMolar_mean,sub_LogThermalConductivity_mean,sub_MendeleevNumber_mean,sub_NUnfilled_mean,sub_NValence_mean,sub_NdUnfilled_mean,sub_NdValence_mean,sub_NfUnfilled_mean,sub_NfValence_mean,sub_NpUnfilled_mean,sub_NpValence_mean,sub_NsUnfilled_mean,sub_NsValence_mean,sub_Number_mean,sub_Polarizability_mean,sub_Row_mean,sub_SecondIonizationEnergy_mean,sub_SpaceGroupNumber_mean,sub_ThermalConductivity_mean,sub_ZungerPP-r_p_mean,sub_ZungerPP-r_pi_mean,sub_ZungerPP-r_s_mean,sub_ZungerPP-r_sigma_mean,sub_n_ws^third_mean,sub_phi_mean,ads_AtomicRadius_mean,ads_AtomicVolume_mean,ads_AtomicWeight_mean,ads_CovalentRadius_mean,ads_Density_mean,ads_DipolePolarizability_mean,ads_ElectronAffinity_mean,ads_Electronegativity_mean,ads_FirstIonizationEnergy_mean,ads_FusionEnthalpy_mean,ads_GSenergy_pa_mean,ads_GSestBCClatcnt_mean,ads_GSestFCClatcnt_mean,ads_GSvolume_pa_mean,ads_HeatCapacityMolar_mean,ads_LogThermalConductivity_mean,ads_MendeleevNumber_mean,ads_NUnfilled_mean,ads_NValence_mean,ads_NdUnfilled_mean,ads_NdValence_mean,ads_NfUnfilled_mean,ads_NfValence_mean,ads_NpUnfilled_mean,ads_NpValence_mean,ads_NsUnfilled_mean,ads_NsValence_mean,ads_Number_mean,ads_Polarizability_mean,ads_Row_mean,ads_SpaceGroupNumber_mean,ads_ThermalConductivity_mean,ads_ZungerPP-r_sigma_mean,interface_AtomicRadius_mean,interface_AtomicVolume_mean,interface_AtomicWeight_mean,interface_CovalentRadius_mean,interface_Density_mean,interface_DipolePolarizability_mean,interface_ElectronAffinity_mean,interface_Electronegativity_mean,interface_FirstIonizationEnergy_mean,interface_FusionEnthalpy_mean,interface_GSenergy_pa_mean,interface_GSestBCClatcnt_mean,interface_GSestFCClatcnt_mean,interface_GSvolume_pa_mean,interface_HeatCapacityMolar_mean,interface_LogThermalConductivity_mean,interface_MendeleevNumber_mean,interface_NUnfilled_mean,interface_NValence_mean,interface_NdUnfilled_mean,interface_NdValence_mean,interface_NfUnfilled_mean,interface_NfValence_mean,interface_NpUnfilled_mean,interface_NpValence_mean,interface_NsUnfilled_mean,interface_NsValence_mean,interface_Number_mean,interface_Polarizability_mean,interface_Row_mean,interface_SpaceGroupNumber_mean,interface_ThermalConductivity_mean,interface_ZungerPP-r_sigma_mean,interface_ads_AtomicRadius_mean,interface_ads_AtomicVolume_mean,interface_ads_AtomicWeight_mean,interface_ads_CovalentRadius_mean,interface_ads_Density_mean,interface_ads_DipolePolarizability_mean,interface_ads_ElectronAffinity_mean,interface_ads_Electronegativity_mean,interface_ads_FirstIonizationEnergy_mean,interface_ads_FusionEnthalpy_mean,interface_ads_GSenergy_pa_mean,interface_ads_GSestBCClatcnt_mean,interface_ads_GSestFCClatcnt_mean,interface_ads_GSvolume_pa_mean,interface_ads_HeatCapacityMolar_mean,interface_ads_LogThermalConductivity_mean,interface_ads_MendeleevNumber_mean,interface_ads_NUnfilled_mean,interface_ads_NValence_mean,interface_ads_NdUnfilled_mean,interface_ads_NdValence_mean,interface_ads_NfUnfilled_mean,interface_ads_NfValence_mean,interface_ads_NpUnfilled_mean,interface_ads_NpValence_mean,interface_ads_NsUnfilled_mean,interface_ads_NsValence_mean,interface_ads_Number_mean,interface_ads_Polarizability_mean,interface_ads_Row_mean,interface_ads_SpaceGroupNumber_mean,interface_ads_ThermalConductivity_mean,interface_ads_ZungerPP-r_sigma_mean,interface_sub_AtomicRadius_mean,interface_sub_AtomicVolume_mean,interface_sub_AtomicWeight_mean,interface_sub_CovalentRadius_mean,interface_sub_Density_mean,interface_sub_DipolePolarizability_mean,interface_sub_ElectronAffinity_mean,interface_sub_Electronegativity_mean,interface_sub_FirstIonizationEnergy_mean,interface_sub_FusionEnthalpy_mean,interface_sub_GSenergy_pa_mean,interface_sub_GSestBCClatcnt_mean,interface_sub_GSestFCClatcnt_mean,interface_sub_GSvolume_pa_mean,interface_sub_HeatCapacityMolar_mean,interface_sub_LogThermalConductivity_mean,interface_sub_MendeleevNumber_mean,interface_sub_NUnfilled_mean,interface_sub_NValence_mean,interface_sub_NdUnfilled_mean,interface_sub_NdValence_mean,interface_sub_NfUnfilled_mean,interface_sub_NfValence_mean,interface_sub_NpUnfilled_mean,interface_sub_NpValence_mean,interface_sub_NsUnfilled_mean,interface_sub_NsValence_mean,interface_sub_Number_mean,interface_sub_Polarizability_mean,interface_sub_Row_mean,interface_sub_SecondIonizationEnergy_mean,interface_sub_SpaceGroupNumber_mean,interface_sub_ThermalConductivity_mean,interface_sub_ZungerPP-r_p_mean,interface_sub_ZungerPP-r_pi_mean,interface_sub_ZungerPP-r_s_mean,interface_sub_ZungerPP-r_sigma_mean,interface_sub_n_ws^third_mean,interface_sub_phi_mean,interface_ads_VdWRadius_mean,delta,misfit,vdw_height,vdw_width,bandgap,workfunction,charge,dipole,vdwgap_class,0.05,0.07,0.15,0.2
11,AgBiP2Se6,Ag,1.491666667,19.89463959,101.5869257,138.8055556,9043.611111,6.083611111,133.2333333,2.050277778,8.092539722,10.9285,-3.062919168,3.328817415,4.194047131,18.73667989,25.27211111,1.918016177,70.58333333,1.333333333,12,0,9.444444444,0,0.388888889,0.583333333,0.916666667,0.75,1.25,44.05555556,6.083611111,4.75,171.5277778,322.822,2.119777778,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.21,27.22401784,85.2556124,122.7,5283,3.727,153.08,2.363,9.434945,9.9626,-3.836485751,3.672893378,4.627555681,24.99404762,25.0696,0.057840251,85.1,2.2,14.6,0,8,0,1.4,2.1,3.3,0.1,1.9,36.4,3.727,4.1,32.5,44.1592,1.4562,1.375,22.14222629,93.4141,132.5,7654.5,5.38,160.3,2.24,8.66431,8.995,-3.118092735,3.462579757,4.362577122,21.125,25.3565,1.1747359,77,1.5,13.5,0,10,0,0,1,2,0.5,1.5,40.5,5.38,4.5,119.5,215.26,1.83,1.15,27.20880463,78.96,120,4819,3.77,195,2.55,9.75239,6.69,-3.47079191,3.728679007,4.697841169,25.92,25.363,-0.283996656,89,2,16,0,10,0,0,2,4,0,2,34,3.77,4,14,0.52,1.285,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.9,1.993580555,0.049831058,1.29262179,0.542350319,1.4441,4.39839947,1.086325,2.165676396,1,1,1,1,1
12,AgGaP2S6,Ag,1.45,19.58615384,88.84604482,135.0294118,8340,6.103823529,132.7323529,2.056470588,8.192308559,9.867382353,-3.162688609,3.315307371,4.177025543,18.44027136,24.81258824,1.82104284,70.38235294,1.411764706,9.823529412,0,7.647058824,0,0,0.676470588,0.911764706,0.735294118,1.264705882,39.17647059,6.103823529,4.5,179.7941176,317.0794706,2.063235294,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.09,25.61136798,43.1928724,111.1,3180,3.977,149.85,2.36,9.6708971,6.4291,-4.116196726,3.600491848,4.536335469,23.50492262,23.5228,-0.128778637,83.3,2.4,7,0,2,0,0,2.3,3.1,0.1,1.9,20.4,3.977,3.3,71.3,46.0702,1.315,1.3,22.12109687,69.9666,125,6225,4.945,162.8,2.255,8.96812,6.5105,-3.431305139,3.459382531,4.358548869,21.0584375,24.025,0.972611159,76.5,1.5,8.5,0,5,0,0,1,2,0.5,1.5,31.5,4.945,4,147.5,215.1025,1.7375,1,27.16654579,32.065,105,1960,2.9,200,2.58,10.36001,1.721,-4.097216719,3.722284555,4.689784664,25.786875,22.7,-0.688246139,88,2,6,0,0,0,0,2,4,0,2,16,2.9,3,70,0.205,1.1,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.8,2.654411571,0.020566486,2.169525515,0.911307484,1.3271,4.39839947,0.201111,0.533831366,1,1,1,1,1
13,AgGaP2Se6,Ag,1.476470588,19.59361128,97.12163306,137.6764706,8844.529412,6.257352941,131.85,2.051176471,8.0850815,10.74426471,-3.052143054,3.316435804,4.178447279,18.46376401,25.28252941,1.892380984,70.55882353,1.411764706,11.58823529,0,9.411764706,0,0,0.676470588,0.911764706,0.735294118,1.264705882,42.35294118,6.257352941,4.676470588,169.9117647,317.1350588,2.095882353,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.18,25.63672328,71.3298724,120.1,4895.4,4.499,146.85,2.342,9.3063251,9.4105,-3.740341841,3.604328519,4.541169372,23.58479762,25.1206,0.113771052,83.9,2.4,13,0,8,0,0,2.3,3.1,0.1,1.9,31.2,4.499,3.9,37.7,46.2592,1.426,1.375,22.14222629,93.4141,132.5,7654.5,5.38,160.3,2.24,8.66431,8.995,-3.118092735,3.462579757,4.362577122,21.125,25.3565,1.1747359,77,1.5,13.5,0,10,0,0,1,2,0.5,1.5,40.5,5.38,4.5,119.5,215.26,1.83,1.15,27.20880463,78.96,120,4819,3.77,195,2.55,9.75239,6.69,-3.47079191,3.728679007,4.697841169,25.92,25.363,-0.283996656,89,2,16,0,10,0,0,2,4,0,2,34,3.77,4,14,0.52,1.285,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.9,2.675758313,0.047493326,1.910061516,0.833826969,0.9465,4.39839947,0.125642,0.336187626,1,1,1,1,1
14,AgInP2S6,Ag,1.457352941,19.77651104,90.17236835,135.6176471,8381.352941,6.148823529,132.7323529,2.055588235,8.186045588,9.799911765,-3.152528216,3.323947617,4.187911571,18.59916842,24.83347059,1.834319777,70.41176471,1.411764706,9.823529412,0,7.647058824,0,0,0.676470588,0.911764706,0.735294118,1.264705882,39.70588235,6.148823529,4.529411765,182,318.6382941,2.073676471,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.115,26.25858245,47.7023724,113.1,3320.6,4.13,149.85,2.357,9.649603,6.1997,-4.081651392,3.629868684,4.573347962,24.04517262,23.5938,-0.083637052,83.4,2.4,7,0,2,0,0,2.3,3.1,0.1,1.9,22.2,4.13,3.4,78.8,51.3702,1.3505,1.3,22.12109687,69.9666,125,6225,4.945,162.8,2.255,8.96812,6.5105,-3.431305139,3.459382531,4.358548869,21.0584375,24.025,0.972611159,76.5,1.5,8.5,0,5,0,0,1,2,0.5,1.5,31.5,4.945,4,147.5,215.1025,1.7375,1,27.16654579,32.065,105,1960,2.9,200,2.58,10.36001,1.721,-4.097216719,3.722284555,4.689784664,25.786875,22.7,-0.688246139,88,2,6,0,0,0,0,2,4,0,2,16,2.9,3,70,0.205,1.1,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.8,2.651669891,0.031831194,2.113287957,0.905174589,1.3521,4.39839947,0.180506,0.478642325,1,1,1,1,1
15,AgInP2Se6,Ag,1.490277778,19.63350623,98.97130344,138.6388889,8975,6.340555556,131.5027778,2.043611111,8.050896944,10.71141667,-3.026616601,3.317931853,4.180332183,18.49529101,25.306,1.94609184,70.27777778,1.388888889,11.55555556,0,9.444444444,0,0,0.638888889,0.861111111,0.75,1.25,43.11111111,6.340555556,4.722222222,175.0555556,324.8775556,2.12125,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.205,26.28393775,75.8393724,122.1,5036,4.652,146.85,2.339,9.285031,9.1811,-3.705796507,3.633705355,4.578181865,24.12504762,25.1916,0.158912638,84,2.4,13,0,8,0,0,2.3,3.1,0.1,1.9,33,4.652,4,45.2,51.5592,1.4615,1.375,22.14222629,93.4141,132.5,7654.5,5.38,160.3,2.24,8.66431,8.995,-3.118092735,3.462579757,4.362577122,21.125,25.3565,1.1747359,77,1.5,13.5,0,10,0,0,1,2,0.5,1.5,40.5,5.38,4.5,119.5,215.26,1.83,1.15,27.20880463,78.96,120,4819,3.77,195,2.55,9.75239,6.69,-3.47079191,3.728679007,4.697841169,25.92,25.363,-0.283996656,89,2,16,0,10,0,0,2,4,0,2,34,3.77,4,14,0.52,1.285,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.9,1.266160275,0.037520487,0,0,0.8799,4.39839947,1.14425,1.448803894,0,0,0,0,0
16,AgP2SbSe6,Ag,1.4875,19.7476386,99.16413678,138.5555556,8957.972222,6.255833333,133.5666667,2.051111111,8.129286667,11.16972222,-3.066909945,3.327216971,4.192030699,18.69806878,25.26405556,1.931269545,70.55555556,1.333333333,11.61111111,0,9.444444444,0,0,0.583333333,0.916666667,0.75,1.25,43.16666667,6.255833333,4.722222222,175.8055556,323.2664444,2.113333333,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.195,26.69481428,76.5335724,121.8,4974.7,4.347,154.28,2.366,9.567234,10.831,-3.850852545,3.667131781,4.620296524,24.85504762,25.0406,0.105552377,85,2.2,13.2,0,8,0,0,2.1,3.3,0.1,1.9,33.2,4.347,4,47.9,45.7592,1.433,1.375,22.14222629,93.4141,132.5,7654.5,5.38,160.3,2.24,8.66431,8.995,-3.118092735,3.462579757,4.362577122,21.125,25.3565,1.1747359,77,1.5,13.5,0,10,0,0,1,2,0.5,1.5,40.5,5.38,4.5,119.5,215.26,1.83,1.15,27.20880463,78.96,120,4819,3.77,195,2.55,9.75239,6.69,-3.47079191,3.728679007,4.697841169,25.92,25.363,-0.283996656,89,2,16,0,10,0,0,2,4,0,2,34,3.77,4,14,0.52,1.285,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.9,1.763059095,0.046473531,1.081232365,0.525866999,1.3219,4.39839947,0.99881,1.760961054,1,1,1,1,1
17,AgScP2S6,Ag,1.458823529,19.744942,88.11760106,136.4411765,8254.147059,6.388529412,132.4147059,2.043235294,8.208843529,10.11782353,-3.258960897,3.320875743,4.184041252,18.53960959,24.79758824,1.813446428,68.52941176,1.529411765,9.529411765,0.264705882,7.382352941,0,0,0.529411765,0.882352941,0.735294118,1.264705882,38.88235294,6.388529412,4.5,183.6176471,316.6971176,2.094264706,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.12,26.15124773,40.7161636,115.9,2888.1,4.945,148.77,2.315,9.727116,7.2806,-4.443522505,3.619424313,4.56018888,23.84267262,23.4718,-0.154606439,77,2.8,6,0.9,1.1,0,0,1.8,3,0.1,1.9,19.4,4.945,3.3,84.3,44.7702,1.4205,1.3,22.12109687,69.9666,125,6225,4.945,162.8,2.255,8.96812,6.5105,-3.431305139,3.459382531,4.358548869,21.0584375,24.025,0.972611159,76.5,1.5,8.5,0,5,0,0,1,2,0.5,1.5,31.5,4.945,4,147.5,215.1025,1.7375,1,27.16654579,32.065,105,1960,2.9,200,2.58,10.36001,1.721,-4.097216719,3.722284555,4.689784664,25.786875,22.7,-0.688246139,88,2,6,0,0,0,0,2,4,0,2,16,2.9,3,70,0.205,1.1,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.8,2.653081398,0.02895382,2.067043938,0.899067787,2.0522,4.39839947,0.165589,0.439321096,1,1,1,1,1
18,AgScP2Se6,Ag,1.491666667,19.60369103,97.03068989,139.4166667,8854.861111,6.566944444,131.2027778,2.031944444,8.072428333,11.01166667,-3.127136354,3.315030639,4.176676882,18.43904101,25.27211111,1.926378121,68.5,1.5,11.27777778,0.25,9.194444444,0,0,0.5,0.833333333,0.75,1.25,42.33333333,6.566944444,4.694444444,176.5833333,323.0442222,2.140694444,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.21,26.17660303,68.8531636,124.9,4603.5,5.467,145.77,2.297,9.362544,10.262,-4.06766762,3.623260984,4.565022783,23.92254762,25.0696,0.087943251,77.6,2.8,12,0.9,7.1,0,0,1.8,3,0.1,1.9,30.2,5.467,3.9,50.7,44.9592,1.5315,1.375,22.14222629,93.4141,132.5,7654.5,5.38,160.3,2.24,8.66431,8.995,-3.118092735,3.462579757,4.362577122,21.125,25.3565,1.1747359,77,1.5,13.5,0,10,0,0,1,2,0.5,1.5,40.5,5.38,4.5,119.5,215.26,1.83,1.15,27.20880463,78.96,120,4819,3.77,195,2.55,9.75239,6.69,-3.47079191,3.728679007,4.697841169,25.92,25.363,-0.283996656,89,2,16,0,10,0,0,2,4,0,2,34,3.77,4,14,0.52,1.285,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.9,1.804923446,0.033469314,0.528066129,0.339633918,1.7003,4.39839947,1.075333,1.940893744,1,1,1,1,1
19,Al2As2O6,Ag,1.328571429,3997.75648,80.05108133,124.5,7345.806214,5.459,119.5642857,2.248571429,8.915327714,9.822142857,-3.396802142,3.100494867,3.906378748,15.21,26.08028571,1.646065636,71.64285714,1.642857143,9.642857143,0,7.142857143,0,0,1,1.142857143,0.642857143,1.357142857,35.21428571,5.459,4.142857143,175.1428571,296.79141,1.847142857,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,0.84,11162.98198,29.98026772,87.6,1686.2574,2.7032,108.7,2.822,11.3257036,7.162,-4.53333759,2.927720718,3.688696961,13.194,27.3948,-0.131259441,83.6,2.8,7.2,0,2,0,0,2.8,3.2,0,2,14,2.7032,2.6,85.4,57.015948,0.897,1.375,19.39980684,91.3949,132,8108.5,5.65,101.8,2.055,8.682415,17.87,-3.708141338,3.368082451,4.243517978,19.2525,24.995,2.16621923,74.5,2,13,0,10,0,0,1.5,1.5,0.5,1.5,40,5.65,4.5,195.5,240,1.895,1.15,21.72396574,74.9216,119,5727,4.31,78,2.18,9.7886,24.44,-4.650889115,3.539684396,4.459722881,22.175,24.64,1.698970004,84,3,15,0,10,0,0,3,3,0,2,33,4.31,4,166,50,1.415,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.85,2.55745789,0.025567667,2.070944442,0.953896782,4.6143,4.39839947,0.0394,0.100763841,1,1,1,1,1
20,Al2Br6,Ag,1.49375,21.81785474,97.56949616,138.8125,8621.25,6.239375,157.71875,2.103125,8.2713705,10.1353125,-2.604951366,3.327522077,4.192415108,18.805,34.716875,1.950639567,71.125,1.25,11.625,0,9.375,0,0,0.5,1,0.75,1.25,42.625,6.239375,4.6875,194.8125,337.21,2.1109375,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.175,36.04447512,66.67338465,120.25,3015,3.9875,254.075,2.6225,10.356792,6.64125,-2.123624783,3.720646791,4.687721211,26.23,62.8175,-0.0978471,89.5,2,13.5,0,7.5,0,0,2,4,0,2,29.5,3.9875,3.75,104.25,58.84,1.31875,1.375,29.80173664,93.8861,132.5,6805,5.02,225.1,2.445,9.695015,8.2925,-2.174209449,3.544298475,4.465536255,22.905,50.52,0.856324851,80,1,14,0,10,0,0,0.5,2.5,0.5,1.5,41,5.02,4.5,144.5,215.06,1.7875,1.15,42.52782532,79.904,120,3120,3.05,324.6,2.96,11.8138,5.285,-1.583025338,3.892116444,4.903759436,29.48,75.69,-0.920818754,95,1,17,0,10,0,0,1,5,0,2,35,3.05,4,64,0.12,1.2,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.85,3.134980811,0.047303923,2.832694919,1.331491482,4.0538,4.39839947,0.035397,0.110968916,1,1,1,1,1
21,Al2Cl6,Ag,1.465625,3448.376457,89.23493366,135.4375,8036.852625,6.07625,162.29375,2.140625,8.487713625,9.744375,-2.642715444,3.283846727,4.137387614,17.87078125,26.8904375,1.73880371,70.9375,1.25,9.75,0,7.5,0,0,0.5,1,0.75,1.25,39.25,6.07625,4.5,194.8125,337.1891688,2.0753125,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.0625,13742.27888,33.33513465,106.75,677.4105,3.335,272.375,2.7725,11.2221645,5.0775,-2.274681096,3.545945388,4.467611236,22.493125,31.51175,-0.945190529,88.75,2,6,0,0,0,0,2,4,0,2,16,3.335,3,104.25,58.756675,1.17625,1.3,9167.291343,71.6606,123.5,5246.607,4.585,237.3,2.545,10.27193,7.25,-2.274913658,3.427830873,4.318796272,20.41375,29.6495,0.291429232,79.5,1,9,0,5,0,0,0.5,2.5,0.5,1.5,32,4.585,4,144.5,215.00445,1.6925,1,18317.50704,35.453,102,3.214,2.18,349,3.16,12.96763,3.2,-1.784433755,3.65918124,4.610279469,24.4975,33.949,-2.050609993,94,1,7,0,0,0,0,1,5,0,2,17,2.18,3,64,0.0089,1.01,1.6,17.07564795,107.8682,145,10490,6.99,125.6,1.93,7.57623,11.3,-2.76539356,3.196480506,4.027313074,16.33,25.35,2.633468456,65,1,11,0,10,0,0,0,0,1,1,47,6.99,5,21.47746,225,430,1.33,0.285,1.045,2.375,1.36,4.35,1.75,3.206005384,0.012987861,3.190402336,1.52722071,5.5404,4.39839947,0.043276,0.138743089,1,1,1,1,1
